interval,stroke_num,timestamp,spm,async_ms,speed_ms,run_id,run_mean_speed,v_rel,seat1_catch,seat2_catch,seat3_catch,seat4_catch
11. 2026-02-14 07:40,147,2026-02-14 04:14:23.572006702+00:00,25.6,164.9,3.11,88323414_2,3.136756756756757,0.9914699293468895,2026-02-14 04:14:23.647935867+00:00,2026-02-14 04:14:23.572006702+00:00,2026-02-14 04:14:23.483079195+00:00,2026-02-14 04:14:23.508397341+00:00
11. 2026-02-14 07:40,148,2026-02-14 04:14:25.918768644+00:00,24.5,174.9,2.98,88323414_2,3.136756756756757,0.9500258486989488,2026-02-14 04:14:26.000368118+00:00,2026-02-14 04:14:25.918768644+00:00,2026-02-14 04:14:25.825426102+00:00,2026-02-14 04:14:25.867831230+00:00
11. 2026-02-14 07:40,149,2026-02-14 04:14:28.370661974+00:00,25.8,163.2,2.8,88323414_2,3.136756756756757,0.8926417370325692,2026-02-14 04:14:28.406196356+00:00,2026-02-14 04:14:28.370661974+00:00,2026-02-14 04:14:28.277440548+00:00,2026-02-14 04:14:28.242980242+00:00
11. 2026-02-14 07:40,150,2026-02-14 04:14:30.693131685+00:00,26.2,81.5,3.03,88323414_2,3.136756756756757,0.9659658797173875,2026-02-14 04:14:30.741799593+00:00,2026-02-14 04:14:30.693131685+00:00,2026-02-14 04:14:30.660295725+00:00,2026-02-14 04:14:30.682557344+00:00
11. 2026-02-14 07:40,151,2026-02-14 04:14:32.987200022+00:00,24.8,59.9,2.76,88323414_2,3.136756756756757,0.8798897122178183,2026-02-14 04:14:33.022899866+00:00,2026-02-14 04:14:32.987200022+00:00,2026-02-14 04:14:32.962978363+00:00,2026-02-14 04:14:32.992444754+00:00
11. 2026-02-14 07:40,152,2026-02-14 04:14:35.406779051+00:00,25.1,104.6,2.89,88323414_2,3.136756756756757,0.9213337928657591,2026-02-14 04:14:35.398851395+00:00,2026-02-14 04:14:35.406779051+00:00,2026-02-14 04:14:35.302132130+00:00,2026-02-14 04:14:35.348567486+00:00
11. 2026-02-14 07:40,153,2026-02-14 04:14:37.794070482+00:00,26.7,191.6,3.25,88323414_2,3.136756756756757,1.036102016198518,2026-02-14 04:14:37.737654924+00:00,2026-02-14 04:14:37.794070482+00:00,2026-02-14 04:14:37.602491379+00:00,2026-02-14 04:14:37.721029520+00:00
11. 2026-02-14 07:40,154,2026-02-14 04:14:40.044996977+00:00,25.1,116.9,2.96,88323414_2,3.136756756756757,0.9436498362915733,2026-02-14 04:14:40.110179186+00:00,2026-02-14 04:14:40.044996977+00:00,2026-02-14 04:14:39.993281364+00:00,2026-02-14 04:14:40.048371792+00:00
11. 2026-02-14 07:40,155,2026-02-14 04:14:42.433649778+00:00,26.1,108.6,2.95,88323414_2,3.136756756756757,0.9404618300878855,2026-02-14 04:14:42.453991890+00:00,2026-02-14 04:14:42.433649778+00:00,2026-02-14 04:14:42.345360756+00:00,2026-02-14 04:14:42.373333931+00:00
11. 2026-02-14 07:40,156,2026-02-14 04:14:44.732771635+00:00,25.6,100.8,3.21,88323414_2,3.136756756756757,1.023349991383767,2026-02-14 04:14:44.759533405+00:00,2026-02-14 04:14:44.732771635+00:00,2026-02-14 04:14:44.658698797+00:00,2026-02-14 04:14:44.671656609+00:00
11. 2026-02-14 07:40,157,2026-02-14 04:14:47.074995756+00:00,25.6,236.0,3.2,88323414_2,3.136756756756757,1.0201619851800792,2026-02-14 04:14:47.137334824+00:00,2026-02-14 04:14:47.074995756+00:00,2026-02-14 04:14:46.901332140+00:00,2026-02-14 04:14:46.992455006+00:00
11. 2026-02-14 07:40,158,2026-02-14 04:14:49.418672085+00:00,26.2,166.6,3.14,88323414_2,3.136756756756757,1.0010339479579529,2026-02-14 04:14:49.351872921+00:00,2026-02-14 04:14:49.418672085+00:00,2026-02-14 04:14:49.252121209+00:00,2026-02-14 04:14:49.283882618+00:00
11. 2026-02-14 07:40,159,2026-02-14 04:14:51.711487055+00:00,26.5,138.1,3.29,88323414_2,3.136756756756757,1.048854041013269,2026-02-14 04:14:51.732728720+00:00,2026-02-14 04:14:51.711487055+00:00,2026-02-14 04:14:51.594598293+00:00,2026-02-14 04:14:51.611019611+00:00
11. 2026-02-14 07:40,160,2026-02-14 04:14:53.977918386+00:00,25.3,92.5,3.1,88323414_2,3.136756756756757,0.9882819231432017,2026-02-14 04:14:53.996153593+00:00,2026-02-14 04:14:53.977918386+00:00,2026-02-14 04:14:53.903644323+00:00,2026-02-14 04:14:53.915947676+00:00
11. 2026-02-14 07:40,161,2026-02-14 04:14:56.350284338+00:00,26.7,196.6,2.87,88323414_2,3.136756756756757,0.9149577804583836,2026-02-14 04:14:56.368083+00:00,2026-02-14 04:14:56.350284338+00:00,2026-02-14 04:14:56.208340883+00:00,2026-02-14 04:14:56.171526909+00:00
11. 2026-02-14 07:40,162,2026-02-14 04:14:58.594166040+00:00,27.0,72.9,3.09,88323414_2,3.136756756756757,0.985093916939514,2026-02-14 04:14:58.589751005+00:00,2026-02-14 04:14:58.594166040+00:00,2026-02-14 04:14:58.521230459+00:00,2026-02-14 04:14:58.533140898+00:00
11. 2026-02-14 07:40,163,2026-02-14 04:15:00.812942982+00:00,25.0,90.8,2.91,88323414_2,3.136756756756757,0.9277098052731346,2026-02-14 04:15:00.830498695+00:00,2026-02-14 04:15:00.812942982+00:00,2026-02-14 04:15:00.780250311+00:00,2026-02-14 04:15:00.871048927+00:00
11. 2026-02-14 07:40,164,2026-02-14 04:15:03.209986687+00:00,27.9,396.6,2.95,88323414_3,2.96,0.9966216216216217,2026-02-14 04:15:02.813405275+00:00,2026-02-14 04:15:03.209986687+00:00,2026-02-14 04:15:03.088413239+00:00,2026-02-14 04:15:03.084205866+00:00
11. 2026-02-14 07:40,165,2026-02-14 04:15:05.364297628+00:00,27.1,168.6,2.92,88323414_3,2.96,0.9864864864864865,2026-02-14 04:15:05.516229630+00:00,2026-02-14 04:15:05.364297628+00:00,2026-02-14 04:15:05.399178743+00:00,2026-02-14 04:15:05.347662210+00:00
11. 2026-02-14 07:40,166,2026-02-14 04:15:07.581576586+00:00,26.8,129.1,2.69,88323414_3,2.96,0.9087837837837838,,2026-02-14 04:15:07.581576586+00:00,2026-02-14 04:15:07.655720472+00:00,2026-02-14 04:15:07.526649714+00:00
11. 2026-02-14 07:40,167,2026-02-14 04:15:09.823302746+00:00,27.8,93.6,3.12,88323414_3,2.96,1.0540540540540542,2026-02-14 04:15:09.811360359+00:00,2026-02-14 04:15:09.823302746+00:00,2026-02-14 04:15:09.818602562+00:00,2026-02-14 04:15:09.729667664+00:00
11. 2026-02-14 07:40,168,2026-02-14 04:15:11.978188276+00:00,28.2,38.5,3.12,88323414_3,2.96,1.0540540540540542,2026-02-14 04:15:12.014097691+00:00,2026-02-14 04:15:11.978188276+00:00,2026-02-14 04:15:12.016701937+00:00,2026-02-14 04:15:12.015213251+00:00
11. 2026-02-14 07:40,169,2026-02-14 04:15:14.106538534+00:00,26.8,184.7,,88323414_3,2.96,,2026-02-14 04:15:14.253623247+00:00,2026-02-14 04:15:14.106538534+00:00,2026-02-14 04:15:14.170163631+00:00,2026-02-14 04:15:14.068926573+00:00
11. 2026-02-14 07:40,170,2026-02-14 04:15:16.341306448+00:00,25.6,194.5,,88323414_3,2.96,,2026-02-14 04:15:16.467399597+00:00,2026-02-14 04:15:16.341306448+00:00,2026-02-14 04:15:16.370524406+00:00,2026-02-14 04:15:16.272946596+00:00
11. 2026-02-14 07:40,171,2026-02-14 04:15:18.686437845+00:00,25.7,65.0,,88323414_3,2.96,,2026-02-14 04:15:18.693524837+00:00,2026-02-14 04:15:18.686437845+00:00,2026-02-14 04:15:18.644878149+00:00,2026-02-14 04:15:18.628570080+00:00
11. 2026-02-14 07:40,172,2026-02-14 04:15:21.023204565+00:00,25.9,158.0,,88323414_3,2.96,,2026-02-14 04:15:20.870440960+00:00,2026-02-14 04:15:21.023204565+00:00,2026-02-14 04:15:20.932615042+00:00,2026-02-14 04:15:21.028405428+00:00
11. 2026-02-14 07:40,185,2026-02-14 04:15:46.019309282+00:00,26.1,158.4,2.98,88323414_4,3.00109375,0.9929713125423023,2026-02-14 04:15:45.937454224+00:00,2026-02-14 04:15:46.019309282+00:00,2026-02-14 04:15:45.860951900+00:00,2026-02-14 04:15:45.871205330+00:00
11. 2026-02-14 07:40,186,2026-02-14 04:15:48.322127819+00:00,25.4,106.8,2.69,88323414_4,3.00109375,0.8963398760868434,2026-02-14 04:15:48.371515751+00:00,2026-02-14 04:15:48.322127819+00:00,2026-02-14 04:15:48.264928818+00:00,2026-02-14 04:15:48.264668941+00:00
11. 2026-02-14 07:40,187,2026-02-14 04:15:50.680519819+00:00,24.9,111.8,2.72,88323414_4,3.00109375,0.9063362315822358,2026-02-14 04:15:50.726251364+00:00,2026-02-14 04:15:50.680519819+00:00,2026-02-14 04:15:50.614465952+00:00,2026-02-14 04:15:50.639208794+00:00
11. 2026-02-14 07:40,188,2026-02-14 04:15:53.094629765+00:00,26.7,121.7,2.95,88323414_4,3.00109375,0.9829749570469101,2026-02-14 04:15:53.001912594+00:00,2026-02-14 04:15:53.094629765+00:00,2026-02-14 04:15:52.972975731+00:00,2026-02-14 04:15:53.035591364+00:00
11. 2026-02-14 07:40,189,2026-02-14 04:15:55.344052553+00:00,26.5,17.6,2.96,88323414_4,3.00109375,0.9863070755453741,2026-02-14 04:15:55.326405287+00:00,2026-02-14 04:15:55.344052553+00:00,2026-02-14 04:15:55.332523823+00:00,2026-02-14 04:15:55.330335855+00:00
11. 2026-02-14 07:40,190,2026-02-14 04:15:57.611730337+00:00,25.8,57.3,3.16,88323414_4,3.00109375,1.0529494455146562,2026-02-14 04:15:57.615766764+00:00,2026-02-14 04:15:57.611730337+00:00,2026-02-14 04:15:57.605902910+00:00,2026-02-14 04:15:57.663223982+00:00
11. 2026-02-14 07:40,191,2026-02-14 04:15:59.940371752+00:00,25.9,32.5,3.14,88323414_4,3.00109375,1.0462852085177279,2026-02-14 04:15:59.907912970+00:00,2026-02-14 04:15:59.940371752+00:00,2026-02-14 04:15:59.925692797+00:00,2026-02-14 04:15:59.921702862+00:00
11. 2026-02-14 07:40,192,2026-02-14 04:16:02.261038303+00:00,27.0,78.6,2.74,88323414_4,3.00109375,0.913000468579164,2026-02-14 04:16:02.192910910+00:00,2026-02-14 04:16:02.261038303+00:00,2026-02-14 04:16:02.182486773+00:00,2026-02-14 04:16:02.203415155+00:00
11. 2026-02-14 07:40,193,2026-02-14 04:16:04.479635+00:00,26.2,15.7,3.16,88323414_4,3.00109375,1.0529494455146562,2026-02-14 04:16:04.495311975+00:00,2026-02-14 04:16:04.479635+00:00,2026-02-14 04:16:04.488610506+00:00,2026-02-14 04:16:04.480924845+00:00
11. 2026-02-14 07:40,194,2026-02-14 04:16:06.769427061+00:00,25.9,50.5,3.33,88323414_4,3.00109375,1.1095954599885458,2026-02-14 04:16:06.718948603+00:00,2026-02-14 04:16:06.769427061+00:00,2026-02-14 04:16:06.745385647+00:00,2026-02-14 04:16:06.759853840+00:00
11. 2026-02-14 07:40,195,2026-02-14 04:16:09.084525824+00:00,25.9,62.4,2.98,88323414_4,3.00109375,0.9929713125423023,2026-02-14 04:16:09.078227043+00:00,2026-02-14 04:16:09.084525824+00:00,2026-02-14 04:16:09.022146940+00:00,2026-02-14 04:16:09.055469036+00:00
11. 2026-02-14 07:40,196,2026-02-14 04:16:11.401644468+00:00,26.4,122.9,3.13,88323414_4,3.00109375,1.0429530900192638,2026-02-14 04:16:11.331689835+00:00,2026-02-14 04:16:11.401644468+00:00,2026-02-14 04:16:11.278766155+00:00,2026-02-14 04:16:11.294101477+00:00
11. 2026-02-14 07:40,197,2026-02-14 04:16:13.672935009+00:00,26.9,98.8,3.48,88323414_4,3.00109375,1.1595772374655073,2026-02-14 04:16:13.574177504+00:00,2026-02-14 04:16:13.672935009+00:00,2026-02-14 04:16:13.582333088+00:00,2026-02-14 04:16:13.620401859+00:00
11. 2026-02-14 07:40,198,2026-02-14 04:16:15.900784969+00:00,26.8,66.9,3.12,88323414_4,3.00109375,1.0396209715207998,2026-02-14 04:16:15.899489880+00:00,2026-02-14 04:16:15.900784969+00:00,2026-02-14 04:16:15.833919048+00:00,2026-02-14 04:16:15.851502419+00:00
11. 2026-02-14 07:40,199,2026-02-14 04:16:18.137031794+00:00,26.3,51.4,2.83,88323414_4,3.00109375,0.9429895350653408,2026-02-14 04:16:18.131304264+00:00,2026-02-14 04:16:18.137031794+00:00,2026-02-14 04:16:18.090811491+00:00,2026-02-14 04:16:18.085672140+00:00
11. 2026-02-14 07:40,200,2026-02-14 04:16:20.417915821+00:00,25.6,63.0,3.07,88323414_4,3.00109375,1.0229603790284791,2026-02-14 04:16:20.365314245+00:00,2026-02-14 04:16:20.417915821+00:00,2026-02-14 04:16:20.354961634+00:00,2026-02-14 04:16:20.412167072+00:00
11. 2026-02-14 07:40,201,2026-02-14 04:16:22.761023045+00:00,25.6,147.7,3.08,88323414_4,3.00109375,1.0262924975269434,2026-02-14 04:16:22.749907732+00:00,2026-02-14 04:16:22.761023045+00:00,2026-02-14 04:16:22.613280058+00:00,2026-02-14 04:16:22.713297367+00:00
11. 2026-02-14 07:40,202,2026-02-14 04:16:25.101295948+00:00,25.7,67.4,2.84,88323414_4,3.00109375,0.9463216535638048,2026-02-14 04:16:25.134513378+00:00,2026-02-14 04:16:25.101295948+00:00,2026-02-14 04:16:25.079699755+00:00,2026-02-14 04:16:25.067150831+00:00
11. 2026-02-14 07:40,203,2026-02-14 04:16:27.431935787+00:00,26.9,37.6,2.82,88323414_4,3.00109375,0.9396574165668766,2026-02-14 04:16:27.426225662+00:00,2026-02-14 04:16:27.431935787+00:00,2026-02-14 04:16:27.394369364+00:00,2026-02-14 04:16:27.413860559+00:00
11. 2026-02-14 07:40,206,2026-02-14 04:16:31.988038063+00:00,25.4,59.3,2.8,88323414_4,3.00109375,0.9329931795699484,2026-02-14 04:16:31.928725004+00:00,2026-02-14 04:16:31.988038063+00:00,2026-02-14 04:16:31.953610420+00:00,2026-02-14 04:16:31.981370687+00:00
11. 2026-02-14 07:40,207,2026-02-14 04:16:34.353219986+00:00,25.7,48.1,2.75,88323414_4,3.00109375,0.916332587077628,2026-02-14 04:16:34.305147409+00:00,2026-02-14 04:16:34.353219986+00:00,2026-02-14 04:16:34.338470697+00:00,2026-02-14 04:16:34.308800936+00:00
11. 2026-02-14 07:40,208,2026-02-14 04:16:36.686421156+00:00,25.6,75.1,3.43,88323414_4,3.00109375,1.142916644973187,2026-02-14 04:16:36.691287756+00:00,2026-02-14 04:16:36.686421156+00:00,2026-02-14 04:16:36.616231918+00:00,2026-02-14 04:16:36.630891562+00:00
11. 2026-02-14 07:40,209,2026-02-14 04:16:39.030187607+00:00,26.5,89.2,2.84,88323414_4,3.00109375,0.9463216535638048,2026-02-14 04:16:38.940998793+00:00,2026-02-14 04:16:39.030187607+00:00,2026-02-14 04:16:38.956323624+00:00,2026-02-14 04:16:38.976609707+00:00
11. 2026-02-14 07:40,210,2026-02-14 04:16:41.291685581+00:00,25.4,67.7,2.88,88323414_4,3.00109375,0.9596501275576612,2026-02-14 04:16:41.223949432+00:00,2026-02-14 04:16:41.291685581+00:00,2026-02-14 04:16:41.246287584+00:00,2026-02-14 04:16:41.243427992+00:00
11. 2026-02-14 07:40,211,2026-02-14 04:16:43.650205851+00:00,26.4,133.2,2.99,88323414_4,3.00109375,0.9963034310407665,2026-02-14 04:16:43.572926044+00:00,2026-02-14 04:16:43.650205851+00:00,2026-02-14 04:16:43.542789936+00:00,2026-02-14 04:16:43.517053604+00:00
11. 2026-02-14 07:40,212,2026-02-14 04:16:45.926724911+00:00,25.9,90.3,3.02,88323414_4,3.00109375,1.0062997865361587,2026-02-14 04:16:45.970536709+00:00,2026-02-14 04:16:45.926724911+00:00,2026-02-14 04:16:45.880225658+00:00,2026-02-14 04:16:45.894330978+00:00
11. 2026-02-14 07:40,213,2026-02-14 04:16:48.239850283+00:00,26.7,108.1,2.99,88323414_4,3.00109375,0.9963034310407665,2026-02-14 04:16:48.221157789+00:00,2026-02-14 04:16:48.239850283+00:00,2026-02-14 04:16:48.131716728+00:00,2026-02-14 04:16:48.223651886+00:00
11. 2026-02-14 07:40,214,2026-02-14 04:16:50.491222143+00:00,26.1,59.0,3.04,88323414_4,3.00109375,1.012964023533087,2026-02-14 04:16:50.437821627+00:00,2026-02-14 04:16:50.491222143+00:00,2026-02-14 04:16:50.432258129+00:00,2026-02-14 04:16:50.449413300+00:00
11. 2026-02-14 07:40,215,2026-02-14 04:16:52.787674427+00:00,25.5,66.5,3.18,88323414_4,3.00109375,1.0596136825115845,2026-02-14 04:16:52.801620483+00:00,2026-02-14 04:16:52.787674427+00:00,2026-02-14 04:16:52.735141516+00:00,2026-02-14 04:16:52.763031483+00:00
11. 2026-02-14 07:40,216,2026-02-14 04:16:55.141479492+00:00,26.4,102.6,3.05,88323414_4,3.00109375,1.016296142031551,2026-02-14 04:16:55.045453548+00:00,2026-02-14 04:16:55.141479492+00:00,2026-02-14 04:16:55.038916588+00:00,2026-02-14 04:16:55.109437227+00:00
11. 2026-02-14 07:40,217,2026-02-14 04:16:57.416635036+00:00,26.8,74.8,2.82,88323414_4,3.00109375,0.9396574165668766,2026-02-14 04:16:57.380974531+00:00,2026-02-14 04:16:57.416635036+00:00,2026-02-14 04:16:57.341852188+00:00,2026-02-14 04:16:57.383902311+00:00
11. 2026-02-14 07:40,218,2026-02-14 04:16:59.656262636+00:00,26.1,96.3,3.21,88323414_4,3.00109375,1.0696100380069766,2026-02-14 04:16:59.690404415+00:00,2026-02-14 04:16:59.656262636+00:00,2026-02-14 04:16:59.594107151+00:00,2026-02-14 04:16:59.622104645+00:00
11. 2026-02-14 07:40,219,2026-02-14 04:17:01.953770638+00:00,26.2,107.6,3.2,88323414_4,3.00109375,1.0662779195085126,2026-02-14 04:17:01.897839308+00:00,2026-02-14 04:17:01.953770638+00:00,2026-02-14 04:17:01.846176147+00:00,2026-02-14 04:17:01.869106770+00:00
11. 2026-02-14 07:40,220,2026-02-14 04:17:04.241724491+00:00,26.7,150.8,3.09,88323414_4,3.00109375,1.0296246160254074,2026-02-14 04:17:04.200057983+00:00,2026-02-14 04:17:04.241724491+00:00,2026-02-14 04:17:04.100841284+00:00,2026-02-14 04:17:04.090929747+00:00
11. 2026-02-14 07:40,223,2026-02-14 04:17:10.931406975+00:00,25.6,63.8,2.93,88323414_4,3.00109375,0.9763107200499819,2026-02-14 04:17:10.969210148+00:00,2026-02-14 04:17:10.931406975+00:00,2026-02-14 04:17:10.905432701+00:00,2026-02-14 04:17:10.922791958+00:00
11. 2026-02-14 07:40,224,2026-02-14 04:17:13.272516727+00:00,26.0,77.6,3.11,88323414_4,3.00109375,1.0362888530223355,2026-02-14 04:17:13.284328938+00:00,2026-02-14 04:17:13.272516727+00:00,2026-02-14 04:17:13.206778049+00:00,2026-02-14 04:17:13.216887951+00:00
11. 2026-02-14 07:40,226,2026-02-14 04:17:17.880511284+00:00,26.9,71.9,2.9,88323414_4,3.00109375,0.9663143645545895,2026-02-14 04:17:17.808652639+00:00,2026-02-14 04:17:17.880511284+00:00,2026-02-14 04:17:17.829241276+00:00,2026-02-14 04:17:17.819443703+00:00
11. 2026-02-14 07:40,227,2026-02-14 04:17:20.113764524+00:00,25.2,14.0,2.66,88323414_4,3.00109375,0.8863435205914512,2026-02-14 04:17:20.123689175+00:00,2026-02-14 04:17:20.113764524+00:00,2026-02-14 04:17:20.111489773+00:00,2026-02-14 04:17:20.109707117+00:00
11. 2026-02-14 07:40,228,2026-02-14 04:17:22.494091511+00:00,26.5,60.7,3.15,88323414_4,3.00109375,1.049617327016192,2026-02-14 04:17:22.457294703+00:00,2026-02-14 04:17:22.494091511+00:00,2026-02-14 04:17:22.433408737+00:00,2026-02-14 04:17:22.471748590+00:00
11. 2026-02-14 07:40,229,2026-02-14 04:17:24.760668516+00:00,26.0,32.3,2.98,88323414_4,3.00109375,0.9929713125423023,2026-02-14 04:17:24.771705627+00:00,2026-02-14 04:17:24.760668516+00:00,2026-02-14 04:17:24.739429235+00:00,2026-02-14 04:17:24.753591537+00:00
11. 2026-02-14 07:40,230,2026-02-14 04:17:27.066713810+00:00,26.0,96.8,2.85,88323414_4,3.00109375,0.949653772062269,2026-02-14 04:17:27.104986668+00:00,2026-02-14 04:17:27.066713810+00:00,2026-02-14 04:17:27.008146763+00:00,2026-02-14 04:17:27.040382624+00:00
11. 2026-02-14 07:40,231,2026-02-14 04:17:29.377369165+00:00,26.0,54.1,2.75,88323414_4,3.00109375,0.916332587077628,2026-02-14 04:17:29.330981731+00:00,2026-02-14 04:17:29.377369165+00:00,2026-02-14 04:17:29.358006239+00:00,2026-02-14 04:17:29.385078907+00:00
11. 2026-02-14 07:40,232,2026-02-14 04:17:31.687657356+00:00,25.5,112.5,2.86,88323414_4,3.00109375,0.952985890560733,2026-02-14 04:17:31.630429745+00:00,2026-02-14 04:17:31.687657356+00:00,2026-02-14 04:17:31.582576990+00:00,2026-02-14 04:17:31.575155258+00:00
11. 2026-02-14 07:40,233,2026-02-14 04:17:34.044868708+00:00,26.8,119.9,2.74,88323414_4,3.00109375,0.913000468579164,2026-02-14 04:17:34.067359686+00:00,2026-02-14 04:17:34.044868708+00:00,2026-02-14 04:17:33.947441101+00:00,2026-02-14 04:17:33.961388588+00:00
11. 2026-02-14 07:40,234,2026-02-14 04:17:36.281240702+00:00,25.7,129.4,2.94,88323414_4,3.00109375,0.9796428385484459,2026-02-14 04:17:36.330406189+00:00,2026-02-14 04:17:36.281240702+00:00,2026-02-14 04:17:36.212180614+00:00,2026-02-14 04:17:36.201021910+00:00
11. 2026-02-14 07:40,235,2026-02-14 04:17:38.619159937+00:00,25.8,86.7,2.85,88323414_4,3.00109375,0.949653772062269,2026-02-14 04:17:38.532451868+00:00,2026-02-14 04:17:38.619159937+00:00,2026-02-14 04:17:38.543351412+00:00,2026-02-14 04:17:38.604183674+00:00
11. 2026-02-14 07:40,236,2026-02-14 04:17:40.941353083+00:00,27.1,125.5,3.1,88323414_4,3.00109375,1.0329567345238715,2026-02-14 04:17:40.891024590+00:00,2026-02-14 04:17:40.941353083+00:00,2026-02-14 04:17:40.815885067+00:00,2026-02-14 04:17:40.846659660+00:00
11. 2026-02-14 07:40,237,2026-02-14 04:17:43.154917479+00:00,27.2,94.6,3.02,88323414_4,3.00109375,1.0062997865361587,2026-02-14 04:17:43.141017199+00:00,2026-02-14 04:17:43.154917479+00:00,2026-02-14 04:17:43.065696001+00:00,2026-02-14 04:17:43.060295105+00:00
11. 2026-02-14 07:40,238,2026-02-14 04:17:45.359168530+00:00,26.3,111.0,2.99,88323414_4,3.00109375,0.9963034310407665,2026-02-14 04:17:45.420031071+00:00,2026-02-14 04:17:45.359168530+00:00,2026-02-14 04:17:45.320399046+00:00,2026-02-14 04:17:45.309000015+00:00
11. 2026-02-14 07:40,239,2026-02-14 04:17:47.644336224+00:00,26.7,88.4,2.76,88323414_4,3.00109375,0.919664705576092,2026-02-14 04:17:47.655839443+00:00,2026-02-14 04:17:47.644336224+00:00,2026-02-14 04:17:47.577365160+00:00,2026-02-14 04:17:47.567441702+00:00
11. 2026-02-14 07:40,240,2026-02-14 04:17:49.888271809+00:00,26.7,74.1,2.87,88323414_4,3.00109375,0.9563180090591973,2026-02-14 04:17:49.817951202+00:00,2026-02-14 04:17:49.888271809+00:00,2026-02-14 04:17:49.821048737+00:00,2026-02-14 04:17:49.814161301+00:00
11. 2026-02-14 07:40,241,2026-02-14 04:17:52.137553215+00:00,25.3,7.3,2.83,88323414_4,3.00109375,0.9429895350653408,2026-02-14 04:17:52.134998083+00:00,2026-02-14 04:17:52.137553215+00:00,2026-02-14 04:17:52.138239622+00:00,2026-02-14 04:17:52.142309189+00:00
11. 2026-02-14 07:40,242,2026-02-14 04:17:54.508342981+00:00,26.0,115.0,,88323414_4,3.00109375,,2026-02-14 04:17:54.496380329+00:00,2026-02-14 04:17:54.508342981+00:00,2026-02-14 04:17:54.393305063+00:00,2026-02-14 04:17:54.403052330+00:00
11. 2026-02-14 07:40,243,2026-02-14 04:17:56.812607288+00:00,25.6,25.2,,88323414_4,3.00109375,,2026-02-14 04:17:56.825881958+00:00,2026-02-14 04:17:56.812607288+00:00,2026-02-14 04:17:56.800710440+00:00,2026-02-14 04:17:56.806269884+00:00
11. 2026-02-14 07:40,244,2026-02-14 04:17:59.158182621+00:00,24.9,166.2,,88323414_4,3.00109375,,2026-02-14 04:17:59.234178782+00:00,2026-02-14 04:17:59.158182621+00:00,2026-02-14 04:17:59.067994118+00:00,2026-02-14 04:17:59.073520422+00:00
11. 2026-02-14 07:40,245,2026-02-14 04:18:01.568492413+00:00,26.2,170.8,,88323414_4,3.00109375,,2026-02-14 04:18:01.517100811+00:00,2026-02-14 04:18:01.568492413+00:00,2026-02-14 04:18:01.432837725+00:00,2026-02-14 04:18:01.397698641+00:00
11. 2026-02-14 07:40,247,2026-02-14 04:18:06.162479401+00:00,26.2,75.0,,88323414_4,3.00109375,,2026-02-14 04:18:06.124535561+00:00,2026-02-14 04:18:06.162479401+00:00,2026-02-14 04:18:06.087525368+00:00,2026-02-14 04:18:06.100451469+00:00
11. 2026-02-14 07:40,248,2026-02-14 04:18:08.451717377+00:00,25.1,37.7,,88323414_4,3.00109375,,2026-02-14 04:18:08.414020777+00:00,2026-02-14 04:18:08.451717377+00:00,2026-02-14 04:18:08.444124222+00:00,2026-02-14 04:18:08.446634054+00:00
11. 2026-02-14 07:40,249,2026-02-14 04:18:10.839855909+00:00,24.8,104.2,2.68,88323414_4,3.00109375,0.8930077575883794,2026-02-14 04:18:10.805958271+00:00,2026-02-14 04:18:10.839855909+00:00,2026-02-14 04:18:10.740735054+00:00,2026-02-14 04:18:10.735612869+00:00
11. 2026-02-14 07:40,250,2026-02-14 04:18:13.263283253+00:00,26.0,204.4,3.07,88323414_4,3.00109375,1.0229603790284791,2026-02-14 04:18:13.312816381+00:00,2026-02-14 04:18:13.263283253+00:00,2026-02-14 04:18:13.108400583+00:00,2026-02-14 04:18:13.121249914+00:00
11. 2026-02-14 07:40,251,2026-02-14 04:18:15.569072247+00:00,25.9,96.8,2.99,88323414_4,3.00109375,0.9963034310407665,2026-02-14 04:18:15.543025017+00:00,2026-02-14 04:18:15.569072247+00:00,2026-02-14 04:18:15.503293753+00:00,2026-02-14 04:18:15.472257137+00:00
11. 2026-02-14 07:40,252,2026-02-14 04:18:17.886940956+00:00,26.2,227.2,,88323414_4,3.00109375,,2026-02-14 04:18:17.955811739+00:00,2026-02-14 04:18:17.886940956+00:00,2026-02-14 04:18:17.747582436+00:00,2026-02-14 04:18:17.728653431+00:00
11. 2026-02-14 07:40,253,2026-02-14 04:18:20.176180840+00:00,26.8,129.9,,88323414_4,3.00109375,,2026-02-14 04:18:20.229039431+00:00,2026-02-14 04:18:20.176180840+00:00,2026-02-14 04:18:20.099171877+00:00,2026-02-14 04:18:20.109621763+00:00
11. 2026-02-14 07:40,254,2026-02-14 04:18:22.415682077+00:00,25.6,103.9,,88323414_4,3.00109375,,2026-02-14 04:18:22.457693577+00:00,2026-02-14 04:18:22.415682077+00:00,2026-02-14 04:18:22.353817940+00:00,2026-02-14 04:18:22.385427237+00:00
11. 2026-02-14 07:40,255,2026-02-14 04:18:24.756634235+00:00,25.7,97.1,,88323414_4,3.00109375,,2026-02-14 04:18:24.759772539+00:00,2026-02-14 04:18:24.756634235+00:00,2026-02-14 04:18:24.662695169+00:00,2026-02-14 04:18:24.663628817+00:00
