interval,stroke_num,timestamp,spm,async_ms,speed_ms,run_id,run_mean_speed,v_rel,seat1_catch,seat2_catch,seat3_catch,seat4_catch
11. 2026-02-14 07:40,256,2026-02-14 04:18:27.088543415+00:00,27.5,98.5,2.97,88323414_4,3.00109375,0.9896391940438383,2026-02-14 04:18:27.130377053+00:00,2026-02-14 04:18:27.088543415+00:00,2026-02-14 04:18:27.031860828+00:00,2026-02-14 04:18:27.035284281+00:00
11. 2026-02-14 07:40,257,2026-02-14 04:18:29.269816637+00:00,24.6,139.9,3.08,88323414_4,3.00109375,1.0262924975269434,2026-02-14 04:18:29.314899921+00:00,2026-02-14 04:18:29.269816637+00:00,2026-02-14 04:18:29.365437746+00:00,2026-02-14 04:18:29.409707546+00:00
11. 2026-02-14 07:40,258,2026-02-14 04:18:31.706725597+00:00,25.9,96.5,2.89,88323414_4,3.00109375,0.9629822460561255,2026-02-14 04:18:31.715129852+00:00,2026-02-14 04:18:31.706725597+00:00,2026-02-14 04:18:31.618662834+00:00,2026-02-14 04:18:31.628138542+00:00
11. 2026-02-14 07:40,264,2026-02-14 04:18:40.862573862+00:00,26.1,183.0,3.29,88323414_4,3.00109375,1.0962669859946894,2026-02-14 04:18:40.922739267+00:00,2026-02-14 04:18:40.862573862+00:00,2026-02-14 04:18:40.744701147+00:00,2026-02-14 04:18:40.739788532+00:00
11. 2026-02-14 07:40,265,2026-02-14 04:18:43.157815695+00:00,25.5,88.9,3.49,88323414_4,3.00109375,1.1629093559639716,2026-02-14 04:18:43.133892536+00:00,2026-02-14 04:18:43.157815695+00:00,2026-02-14 04:18:43.068868637+00:00,2026-02-14 04:18:43.104277134+00:00
11. 2026-02-14 07:40,266,2026-02-14 04:18:45.511989594+00:00,26.9,175.9,3.22,88323414_4,3.00109375,1.072942156505441,2026-02-14 04:18:45.414857388+00:00,2026-02-14 04:18:45.511989594+00:00,2026-02-14 04:18:45.346488953+00:00,2026-02-14 04:18:45.336045504+00:00
11. 2026-02-14 07:40,267,2026-02-14 04:18:47.742817402+00:00,25.9,74.6,3.15,88323414_4,3.00109375,1.049617327016192,2026-02-14 04:18:47.689635277+00:00,2026-02-14 04:18:47.742817402+00:00,2026-02-14 04:18:47.733398199+00:00,2026-02-14 04:18:47.764266014+00:00
11. 2026-02-14 07:40,268,2026-02-14 04:18:50.061716080+00:00,26.6,119.1,2.94,88323414_4,3.00109375,0.9796428385484459,2026-02-14 04:18:49.987655401+00:00,2026-02-14 04:18:50.061716080+00:00,2026-02-14 04:18:49.942573786+00:00,2026-02-14 04:18:49.970917463+00:00
11. 2026-02-14 07:40,269,2026-02-14 04:18:52.319243431+00:00,26.7,181.2,3.54,88323414_4,3.00109375,1.179569948456292,2026-02-14 04:18:52.258693218+00:00,2026-02-14 04:18:52.319243431+00:00,2026-02-14 04:18:52.138034821+00:00,2026-02-14 04:18:52.216890574+00:00
11. 2026-02-14 07:40,272,2026-02-14 04:18:59.150171041+00:00,26.7,167.4,3.16,88323414_5,3.0882022471910116,1.0232490449336,2026-02-14 04:18:59.038025379+00:00,2026-02-14 04:18:59.150171041+00:00,2026-02-14 04:18:58.982741117+00:00,2026-02-14 04:18:59.057711124+00:00
11. 2026-02-14 07:40,273,2026-02-14 04:19:01.401006460+00:00,27.4,140.7,2.98,88323414_5,3.0882022471910116,0.9649627069310532,2026-02-14 04:19:01.342406034+00:00,2026-02-14 04:19:01.401006460+00:00,2026-02-14 04:19:01.260324955+00:00,2026-02-14 04:19:01.378877640+00:00
11. 2026-02-14 07:40,274,2026-02-14 04:19:03.591260910+00:00,25.8,64.8,2.93,88323414_5,3.0882022471910116,0.9487720574859013,2026-02-14 04:19:03.555392981+00:00,2026-02-14 04:19:03.591260910+00:00,2026-02-14 04:19:03.534021139+00:00,2026-02-14 04:19:03.598835945+00:00
11. 2026-02-14 07:40,275,2026-02-14 04:19:05.920040846+00:00,25.9,108.5,3.21,88323414_5,3.0882022471910116,1.0394396943787518,2026-02-14 04:19:05.843298197+00:00,2026-02-14 04:19:05.920040846+00:00,2026-02-14 04:19:05.811536789+00:00,2026-02-14 04:19:05.853845119+00:00
11. 2026-02-14 07:40,276,2026-02-14 04:19:08.238845587+00:00,26.2,128.1,3.31,88323414_5,3.0882022471910116,1.0718209932690557,2026-02-14 04:19:08.110773563+00:00,2026-02-14 04:19:08.238845587+00:00,2026-02-14 04:19:08.126487970+00:00,2026-02-14 04:19:08.155870199+00:00
11. 2026-02-14 07:40,277,2026-02-14 04:19:10.527599811+00:00,26.5,102.0,2.9,88323414_5,3.0882022471910116,0.9390576678188102,2026-02-14 04:19:10.425557137+00:00,2026-02-14 04:19:10.527599811+00:00,2026-02-14 04:19:10.444102764+00:00,2026-02-14 04:19:10.493928432+00:00
11. 2026-02-14 07:40,278,2026-02-14 04:19:12.789660215+00:00,27.0,71.3,3.17,88323414_5,3.0882022471910116,1.0264871748226303,2026-02-14 04:19:12.760378122+00:00,2026-02-14 04:19:12.789660215+00:00,2026-02-14 04:19:12.718399048+00:00,2026-02-14 04:19:12.740625143+00:00
11. 2026-02-14 07:40,279,2026-02-14 04:19:15.010739803+00:00,26.7,52.4,2.88,88323414_5,3.0882022471910116,0.9325814080407494,2026-02-14 04:19:15.008409262+00:00,2026-02-14 04:19:15.010739803+00:00,2026-02-14 04:19:15.007202625+00:00,2026-02-14 04:19:15.059598684+00:00
11. 2026-02-14 07:40,280,2026-02-14 04:19:17.256415367+00:00,26.2,54.5,3.07,88323414_5,3.0882022471910116,0.9941058759323266,2026-02-14 04:19:17.230031013+00:00,2026-02-14 04:19:17.256415367+00:00,2026-02-14 04:19:17.201875448+00:00,2026-02-14 04:19:17.223675251+00:00
11. 2026-02-14 07:40,281,2026-02-14 04:19:19.549293041+00:00,26.8,156.5,2.99,88323414_5,3.0882022471910116,0.9682008368200836,2026-02-14 04:19:19.398082256+00:00,2026-02-14 04:19:19.549293041+00:00,2026-02-14 04:19:19.554538488+00:00,2026-02-14 04:19:19.553198099+00:00
11. 2026-02-14 07:40,282,2026-02-14 04:19:21.789584637+00:00,26.1,40.6,3.05,88323414_5,3.0882022471910116,0.9876296161542658,2026-02-14 04:19:21.748998880+00:00,2026-02-14 04:19:21.789584637+00:00,2026-02-14 04:19:21.768618107+00:00,2026-02-14 04:19:21.782856464+00:00
11. 2026-02-14 07:40,283,2026-02-14 04:19:24.084269047+00:00,25.9,53.4,2.99,88323414_5,3.0882022471910116,0.9682008368200836,2026-02-14 04:19:24.099805832+00:00,2026-02-14 04:19:24.084269047+00:00,2026-02-14 04:19:24.063033104+00:00,2026-02-14 04:19:24.116462231+00:00
11. 2026-02-14 07:40,284,2026-02-14 04:19:26.404720068+00:00,26.1,64.4,3.01,88323414_5,3.0882022471910116,0.9746770965981443,2026-02-14 04:19:26.351226330+00:00,2026-02-14 04:19:26.404720068+00:00,2026-02-14 04:19:26.340296984+00:00,2026-02-14 04:19:26.358032703+00:00
11. 2026-02-14 07:40,285,2026-02-14 04:19:28.706265926+00:00,25.5,67.9,3.01,88323414_5,3.0882022471910116,0.9746770965981443,2026-02-14 04:19:28.736468792+00:00,2026-02-14 04:19:28.706265926+00:00,2026-02-14 04:19:28.668613195+00:00,2026-02-14 04:19:28.698037863+00:00
11. 2026-02-14 07:40,286,2026-02-14 04:19:31.063289641+00:00,27.4,64.7,2.82,88323414_5,3.0882022471910116,0.9131526287065671,2026-02-14 04:19:30.998549461+00:00,2026-02-14 04:19:31.063289641+00:00,2026-02-14 04:19:31.013537645+00:00,2026-02-14 04:19:31.007880926+00:00
11. 2026-02-14 07:40,287,2026-02-14 04:19:33.256141186+00:00,26.2,85.3,2.85,88323414_5,3.0882022471910116,0.9228670183736583,2026-02-14 04:19:33.299370050+00:00,2026-02-14 04:19:33.256141186+00:00,2026-02-14 04:19:33.214075089+00:00,2026-02-14 04:19:33.226769924+00:00
11. 2026-02-14 07:40,288,2026-02-14 04:19:35.549213648+00:00,25.9,86.4,3.0,88323414_5,3.0882022471910116,0.971438966709114,2026-02-14 04:19:35.521113157+00:00,2026-02-14 04:19:35.549213648+00:00,2026-02-14 04:19:35.467374563+00:00,2026-02-14 04:19:35.462831020+00:00
11. 2026-02-14 07:40,289,2026-02-14 04:19:37.867294788+00:00,26.9,108.6,3.27,88323414_5,3.0882022471910116,1.0588684737129341,2026-02-14 04:19:37.759573698+00:00,2026-02-14 04:19:37.867294788+00:00,2026-02-14 04:19:37.759065151+00:00,2026-02-14 04:19:37.758657932+00:00
11. 2026-02-14 07:40,290,2026-02-14 04:19:40.099603176+00:00,28.3,114.9,2.97,88323414_5,3.0882022471910116,0.9617245770420229,2026-02-14 04:19:39.999947786+00:00,2026-02-14 04:19:40.099603176+00:00,2026-02-14 04:19:39.984703302+00:00,2026-02-14 04:19:40.059657335+00:00
11. 2026-02-14 07:40,291,2026-02-14 04:19:42.216511726+00:00,25.7,57.0,3.13,88323414_5,3.0882022471910116,1.0135346552665088,2026-02-14 04:19:42.222545624+00:00,2026-02-14 04:19:42.216511726+00:00,2026-02-14 04:19:42.173621893+00:00,2026-02-14 04:19:42.230594158+00:00
11. 2026-02-14 07:40,292,2026-02-14 04:19:44.548138380+00:00,26.2,131.4,2.81,88323414_5,3.0882022471910116,0.9099144988175367,2026-02-14 04:19:44.515867472+00:00,2026-02-14 04:19:44.548138380+00:00,2026-02-14 04:19:44.416691303+00:00,2026-02-14 04:19:44.458873034+00:00
11. 2026-02-14 07:40,293,2026-02-14 04:19:46.834726810+00:00,27.0,97.5,3.1,88323414_5,3.0882022471910116,1.0038202655994177,2026-02-14 04:19:46.808901548+00:00,2026-02-14 04:19:46.834726810+00:00,2026-02-14 04:19:46.737250566+00:00,2026-02-14 04:19:46.747977257+00:00
11. 2026-02-14 07:40,294,2026-02-14 04:19:49.060641289+00:00,25.5,62.2,2.62,88323414_5,3.0882022471910116,0.8483900309259595,2026-02-14 04:19:48.998483181+00:00,2026-02-14 04:19:49.060641289+00:00,2026-02-14 04:19:49.011842728+00:00,2026-02-14 04:19:49.002301693+00:00
11. 2026-02-14 07:40,295,2026-02-14 04:19:51.409196854+00:00,26.5,173.9,3.0,88323414_5,3.0882022471910116,0.971438966709114,2026-02-14 04:19:51.365950108+00:00,2026-02-14 04:19:51.409196854+00:00,2026-02-14 04:19:51.235325336+00:00,2026-02-14 04:19:51.302058458+00:00
11. 2026-02-14 07:40,296,2026-02-14 04:19:53.670073748+00:00,25.5,49.4,3.04,88323414_5,3.0882022471910116,0.9843914862652355,2026-02-14 04:19:53.699967384+00:00,2026-02-14 04:19:53.670073748+00:00,2026-02-14 04:19:53.664893389+00:00,2026-02-14 04:19:53.650597572+00:00
11. 2026-02-14 07:40,297,2026-02-14 04:19:56.020577192+00:00,24.8,80.5,2.8,88323414_5,3.0882022471910116,0.9066763689285063,2026-02-14 04:19:56.052394390+00:00,2026-02-14 04:19:56.020577192+00:00,2026-02-14 04:19:55.974833012+00:00,2026-02-14 04:19:55.971848249+00:00
11. 2026-02-14 07:40,298,2026-02-14 04:19:58.442919731+00:00,26.7,221.5,3.23,88323414_5,3.0882022471910116,1.0459159541568126,2026-02-14 04:19:58.362726450+00:00,2026-02-14 04:19:58.442919731+00:00,2026-02-14 04:19:58.235444546+00:00,2026-02-14 04:19:58.221440077+00:00
11. 2026-02-14 07:40,299,2026-02-14 04:20:00.691051722+00:00,27.9,195.5,3.81,88323414_5,3.0882022471910116,1.2337274877205748,2026-02-14 04:20:00.680570126+00:00,2026-02-14 04:20:00.691051722+00:00,2026-02-14 04:20:00.495577335+00:00,2026-02-14 04:20:00.496751070+00:00
11. 2026-02-14 07:40,300,2026-02-14 04:20:02.844574690+00:00,26.0,24.2,3.34,88323414_5,3.0882022471910116,1.081535382936147,2026-02-14 04:20:02.823188782+00:00,2026-02-14 04:20:02.844574690+00:00,2026-02-14 04:20:02.832468510+00:00,2026-02-14 04:20:02.820340395+00:00
11. 2026-02-14 07:40,301,2026-02-14 04:20:05.149582386+00:00,26.5,52.9,3.03,88323414_5,3.0882022471910116,0.981153356376205,2026-02-14 04:20:05.134299994+00:00,2026-02-14 04:20:05.149582386+00:00,2026-02-14 04:20:05.138690233+00:00,2026-02-14 04:20:05.096698761+00:00
11. 2026-02-14 07:40,304,2026-02-14 04:20:09.750597239+00:00,26.6,106.3,3.12,88323414_5,3.0882022471910116,1.0102965253774785,2026-02-14 04:20:09.688163757+00:00,2026-02-14 04:20:09.750597239+00:00,2026-02-14 04:20:09.644345999+00:00,2026-02-14 04:20:09.686753750+00:00
11. 2026-02-14 07:40,305,2026-02-14 04:20:12.002317905+00:00,25.3,59.6,2.89,88323414_5,3.0882022471910116,0.9358195379297798,2026-02-14 04:20:11.966680050+00:00,2026-02-14 04:20:12.002317905+00:00,2026-02-14 04:20:11.942697763+00:00,2026-02-14 04:20:11.951713324+00:00
11. 2026-02-14 07:40,306,2026-02-14 04:20:14.374281406+00:00,25.4,32.5,3.17,88323414_5,3.0882022471910116,1.0264871748226303,2026-02-14 04:20:14.368905306+00:00,2026-02-14 04:20:14.374281406+00:00,2026-02-14 04:20:14.341788054+00:00,2026-02-14 04:20:14.350938559+00:00
11. 2026-02-14 07:40,307,2026-02-14 04:20:16.737671375+00:00,26.3,112.3,2.98,88323414_5,3.0882022471910116,0.9649627069310532,2026-02-14 04:20:16.651125193+00:00,2026-02-14 04:20:16.737671375+00:00,2026-02-14 04:20:16.625417471+00:00,2026-02-14 04:20:16.641513586+00:00
11. 2026-02-14 07:40,308,2026-02-14 04:20:19.018162012+00:00,26.3,86.5,3.74,88323414_5,3.0882022471910116,1.211060578497362,2026-02-14 04:20:18.993047953+00:00,2026-02-14 04:20:19.018162012+00:00,2026-02-14 04:20:18.941942215+00:00,2026-02-14 04:20:18.931676626+00:00
11. 2026-02-14 07:40,309,2026-02-14 04:20:21.296205759+00:00,26.0,115.6,2.99,88323414_5,3.0882022471910116,0.9682008368200836,2026-02-14 04:20:21.288926125+00:00,2026-02-14 04:20:21.296205759+00:00,2026-02-14 04:20:21.216574430+00:00,2026-02-14 04:20:21.180603504+00:00
11. 2026-02-14 07:40,310,2026-02-14 04:20:23.599624634+00:00,26.0,70.5,2.94,88323414_5,3.0882022471910116,0.9520101873749317,2026-02-14 04:20:23.554427147+00:00,2026-02-14 04:20:23.599624634+00:00,2026-02-14 04:20:23.529106855+00:00,2026-02-14 04:20:23.543482542+00:00
11. 2026-02-14 07:40,311,2026-02-14 04:20:25.904163837+00:00,24.7,179.3,3.35,88323414_5,3.0882022471910116,1.0847735128251772,2026-02-14 04:20:25.962084293+00:00,2026-02-14 04:20:25.904163837+00:00,2026-02-14 04:20:25.782741547+00:00,2026-02-14 04:20:25.799070120+00:00
11. 2026-02-14 07:40,312,2026-02-14 04:20:28.329553843+00:00,25.9,100.3,3.08,88323414_5,3.0882022471910116,0.9973440058213571,2026-02-14 04:20:28.293264866+00:00,2026-02-14 04:20:28.329553843+00:00,2026-02-14 04:20:28.260827303+00:00,2026-02-14 04:20:28.229233980+00:00
11. 2026-02-14 07:40,313,2026-02-14 04:20:30.646770+00:00,26.8,116.9,2.83,88323414_5,3.0882022471910116,0.9163907585955975,2026-02-14 04:20:30.568737268+00:00,2026-02-14 04:20:30.646770+00:00,2026-02-14 04:20:30.529838324+00:00,2026-02-14 04:20:30.544530869+00:00
11. 2026-02-14 07:40,314,2026-02-14 04:20:32.884785175+00:00,27.0,131.0,3.15,88323414_5,3.0882022471910116,1.0200109150445695,2026-02-14 04:20:32.798254728+00:00,2026-02-14 04:20:32.884785175+00:00,2026-02-14 04:20:32.753780842+00:00,2026-02-14 04:20:32.820770264+00:00
11. 2026-02-14 07:40,315,2026-02-14 04:20:35.107013464+00:00,26.7,91.8,3.03,88323414_5,3.0882022471910116,0.981153356376205,2026-02-14 04:20:35.047387600+00:00,2026-02-14 04:20:35.107013464+00:00,2026-02-14 04:20:35.015244484+00:00,2026-02-14 04:20:35.015930891+00:00
11. 2026-02-14 07:40,317,2026-02-14 04:20:39.595989227+00:00,25.5,50.2,2.59,88323414_5,3.0882022471910116,0.8386756412588683,2026-02-14 04:20:39.574910164+00:00,2026-02-14 04:20:39.595989227+00:00,2026-02-14 04:20:39.545763731+00:00,2026-02-14 04:20:39.563531876+00:00
11. 2026-02-14 07:40,318,2026-02-14 04:20:41.945537806+00:00,26.0,95.9,2.57,88323414_5,3.0882022471910116,0.8321993814808076,2026-02-14 04:20:41.849612474+00:00,2026-02-14 04:20:41.945537806+00:00,2026-02-14 04:20:41.897776365+00:00,2026-02-14 04:20:41.915409327+00:00
11. 2026-02-14 07:40,319,2026-02-14 04:20:44.251683474+00:00,26.7,93.9,2.52,88323414_5,3.0882022471910116,0.8160087320356557,2026-02-14 04:20:44.196293592+00:00,2026-02-14 04:20:44.251683474+00:00,2026-02-14 04:20:44.157818794+00:00,2026-02-14 04:20:44.163203478+00:00
11. 2026-02-14 07:40,320,2026-02-14 04:20:46.496031284+00:00,25.7,123.5,2.72,88323414_5,3.0882022471910116,0.8807713298162634,2026-02-14 04:20:46.554703951+00:00,2026-02-14 04:20:46.496031284+00:00,2026-02-14 04:20:46.431165695+00:00,2026-02-14 04:20:46.444091320+00:00
11. 2026-02-14 07:40,321,2026-02-14 04:20:48.829129457+00:00,26.2,98.3,3.0,88323414_5,3.0882022471910116,0.971438966709114,2026-02-14 04:20:48.836905003+00:00,2026-02-14 04:20:48.829129457+00:00,2026-02-14 04:20:48.758638620+00:00,2026-02-14 04:20:48.738627434+00:00
11. 2026-02-14 07:40,322,2026-02-14 04:20:51.121983290+00:00,25.8,106.3,2.55,88323414_5,3.0882022471910116,0.8257231217027469,2026-02-14 04:20:51.015720606+00:00,2026-02-14 04:20:51.121983290+00:00,2026-02-14 04:20:51.016798973+00:00,2026-02-14 04:20:51.037909508+00:00
11. 2026-02-14 07:40,323,2026-02-14 04:20:53.448501587+00:00,26.0,23.9,2.55,88323414_5,3.0882022471910116,0.8257231217027469,2026-02-14 04:20:53.452399254+00:00,2026-02-14 04:20:53.448501587+00:00,2026-02-14 04:20:53.444441795+00:00,2026-02-14 04:20:53.428485394+00:00
11. 2026-02-14 07:40,324,2026-02-14 04:20:55.755192757+00:00,26.2,69.9,3.66,88323414_5,3.0882022471910116,1.185155539385119,2026-02-14 04:20:55.771969795+00:00,2026-02-14 04:20:55.755192757+00:00,2026-02-14 04:20:55.702103615+00:00,2026-02-14 04:20:55.732476711+00:00
11. 2026-02-14 07:40,325,2026-02-14 04:20:58.043501854+00:00,24.7,51.3,3.4,88323414_5,3.0882022471910116,1.1009641622703292,2026-02-14 04:20:58.060299397+00:00,2026-02-14 04:20:58.043501854+00:00,2026-02-14 04:20:58.015974998+00:00,2026-02-14 04:20:58.009045124+00:00
11. 2026-02-14 07:40,327,2026-02-14 04:21:02.756181240+00:00,25.8,142.2,,88323414_5,3.0882022471910116,,2026-02-14 04:21:02.726294041+00:00,2026-02-14 04:21:02.756181240+00:00,2026-02-14 04:21:02.616678953+00:00,2026-02-14 04:21:02.614008904+00:00
11. 2026-02-14 07:40,328,2026-02-14 04:21:05.079301119+00:00,26.8,141.5,,88323414_5,3.0882022471910116,,2026-02-14 04:21:04.989342451+00:00,2026-02-14 04:21:05.079301119+00:00,2026-02-14 04:21:04.937751532+00:00,2026-02-14 04:21:04.970595598+00:00
11. 2026-02-14 07:40,329,2026-02-14 04:21:07.319131613+00:00,25.8,82.6,,88323414_5,3.0882022471910116,,2026-02-14 04:21:07.236489296+00:00,2026-02-14 04:21:07.319131613+00:00,2026-02-14 04:21:07.268641233+00:00,2026-02-14 04:21:07.266524792+00:00
11. 2026-02-14 07:40,330,2026-02-14 04:21:09.647604227+00:00,26.1,98.7,,88323414_5,3.0882022471910116,,2026-02-14 04:21:09.603965998+00:00,2026-02-14 04:21:09.647604227+00:00,2026-02-14 04:21:09.548896790+00:00,2026-02-14 04:21:09.561697006+00:00
11. 2026-02-14 07:40,331,2026-02-14 04:21:11.946548462+00:00,26.0,85.4,,88323414_5,3.0882022471910116,,2026-02-14 04:21:11.882150650+00:00,2026-02-14 04:21:11.946548462+00:00,2026-02-14 04:21:11.927107573+00:00,2026-02-14 04:21:11.967585802+00:00
11. 2026-02-14 07:40,332,2026-02-14 04:21:14.256128311+00:00,25.4,58.2,,88323414_5,3.0882022471910116,,2026-02-14 04:21:14.236859798+00:00,2026-02-14 04:21:14.256128311+00:00,2026-02-14 04:21:14.197969198+00:00,2026-02-14 04:21:14.203644276+00:00
11. 2026-02-14 07:40,333,2026-02-14 04:21:16.617416859+00:00,25.5,100.0,,88323414_5,3.0882022471910116,,2026-02-14 04:21:16.567283392+00:00,2026-02-14 04:21:16.617416859+00:00,2026-02-14 04:21:16.517416716+00:00,2026-02-14 04:21:16.528795719+00:00
11. 2026-02-14 07:40,334,2026-02-14 04:21:18.966685295+00:00,26.6,125.6,,88323414_5,3.0882022471910116,,2026-02-14 04:21:18.921846390+00:00,2026-02-14 04:21:18.966685295+00:00,2026-02-14 04:21:18.841107845+00:00,2026-02-14 04:21:18.855428696+00:00
11. 2026-02-14 07:40,335,2026-02-14 04:21:21.220749378+00:00,26.0,64.8,,88323414_5,3.0882022471910116,,2026-02-14 04:21:21.200720072+00:00,2026-02-14 04:21:21.220749378+00:00,2026-02-14 04:21:21.165786743+00:00,2026-02-14 04:21:21.155947924+00:00
11. 2026-02-14 07:40,336,2026-02-14 04:21:23.531155586+00:00,26.7,91.3,3.42,88323414_5,3.0882022471910116,1.10744042204839,2026-02-14 04:21:23.484937668+00:00,2026-02-14 04:21:23.531155586+00:00,2026-02-14 04:21:23.439814329+00:00,2026-02-14 04:21:23.475028276+00:00
11. 2026-02-14 07:40,337,2026-02-14 04:21:25.779102802+00:00,26.1,81.2,3.42,88323414_5,3.0882022471910116,1.10744042204839,2026-02-14 04:21:25.718525887+00:00,2026-02-14 04:21:25.779102802+00:00,2026-02-14 04:21:25.790852785+00:00,2026-02-14 04:21:25.799731016+00:00
11. 2026-02-14 07:40,338,2026-02-14 04:21:28.080002546+00:00,24.8,30.3,,88323414_5,3.0882022471910116,,2026-02-14 04:21:28.095530987+00:00,2026-02-14 04:21:28.080002546+00:00,2026-02-14 04:21:28.091060877+00:00,2026-02-14 04:21:28.065204382+00:00
11. 2026-02-14 07:40,339,2026-02-14 04:21:30.501091719+00:00,26.7,79.6,3.42,88323414_5,3.0882022471910116,1.10744042204839,2026-02-14 04:21:30.421493530+00:00,2026-02-14 04:21:30.501091719+00:00,2026-02-14 04:21:30.448206186+00:00,2026-02-14 04:21:30.484416723+00:00
11. 2026-02-14 07:40,340,2026-02-14 04:21:32.748147488+00:00,26.7,37.2,3.2,88323414_5,3.0882022471910116,1.0362015644897216,2026-02-14 04:21:32.738280535+00:00,2026-02-14 04:21:32.748147488+00:00,2026-02-14 04:21:32.710988998+00:00,2026-02-14 04:21:32.718723297+00:00
11. 2026-02-14 07:40,341,2026-02-14 04:21:34.993927002+00:00,27.3,62.9,2.88,88323414_5,3.0882022471910116,0.9325814080407494,2026-02-14 04:21:34.974196434+00:00,2026-02-14 04:21:34.993927002+00:00,2026-02-14 04:21:34.931074142+00:00,2026-02-14 04:21:34.943495750+00:00
11. 2026-02-14 07:40,342,2026-02-14 04:21:37.191494703+00:00,27.0,90.1,3.12,88323414_5,3.0882022471910116,1.0102965253774785,2026-02-14 04:21:37.191204786+00:00,2026-02-14 04:21:37.191494703+00:00,2026-02-14 04:21:37.101354122+00:00,2026-02-14 04:21:37.154695988+00:00
11. 2026-02-14 07:40,343,2026-02-14 04:21:39.413071632+00:00,28.0,73.6,3.14,88323414_5,3.0882022471910116,1.0167727851555393,2026-02-14 04:21:39.397294998+00:00,2026-02-14 04:21:39.413071632+00:00,2026-02-14 04:21:39.339437246+00:00,2026-02-14 04:21:39.364704609+00:00
11. 2026-02-14 07:40,344,2026-02-14 04:21:41.554111004+00:00,27.2,44.5,3.18,88323414_5,3.0882022471910116,1.0297253047116608,2026-02-14 04:21:41.598596096+00:00,2026-02-14 04:21:41.554111004+00:00,2026-02-14 04:21:41.586897612+00:00,2026-02-14 04:21:41.586658239+00:00
11. 2026-02-14 07:40,345,2026-02-14 04:21:43.761738539+00:00,25.9,109.4,3.81,88323414_5,3.0882022471910116,1.2337274877205748,2026-02-14 04:21:43.686634541+00:00,2026-02-14 04:21:43.761738539+00:00,2026-02-14 04:21:43.795984983+00:00,2026-02-14 04:21:43.783956289+00:00
11. 2026-02-14 07:40,346,2026-02-14 04:21:46.079781294+00:00,27.3,79.7,2.43,88323414_5,3.0882022471910116,0.7868655630343824,2026-02-14 04:21:46.038759470+00:00,2026-02-14 04:21:46.079781294+00:00,2026-02-14 04:21:46.000044823+00:00,2026-02-14 04:21:46.037454844+00:00
11. 2026-02-14 07:40,347,2026-02-14 04:21:48.276724100+00:00,27.0,41.2,2.43,88323414_5,3.0882022471910116,0.7868655630343824,2026-02-14 04:21:48.260654688+00:00,2026-02-14 04:21:48.276724100+00:00,2026-02-14 04:21:48.235479593+00:00,2026-02-14 04:21:48.237864017+00:00
11. 2026-02-14 07:40,348,2026-02-14 04:21:50.498391390+00:00,25.3,66.2,3.75,88323414_5,3.0882022471910116,1.2142987083863925,2026-02-14 04:21:50.533253908+00:00,2026-02-14 04:21:50.498391390+00:00,2026-02-14 04:21:50.531103134+00:00,2026-02-14 04:21:50.467036009+00:00
11. 2026-02-14 07:40,349,2026-02-14 04:21:52.871491194+00:00,27.4,111.0,3.35,88323414_5,3.0882022471910116,1.0847735128251772,2026-02-14 04:21:52.840064764+00:00,2026-02-14 04:21:52.871491194+00:00,2026-02-14 04:21:52.779431581+00:00,2026-02-14 04:21:52.760470629+00:00
11. 2026-02-14 07:40,350,2026-02-14 04:21:55.065101862+00:00,26.4,66.6,2.87,88323414_5,3.0882022471910116,0.929343278151719,2026-02-14 04:21:55.107166529+00:00,2026-02-14 04:21:55.065101862+00:00,2026-02-14 04:21:55.084448576+00:00,2026-02-14 04:21:55.040543556+00:00
11. 2026-02-14 07:40,351,2026-02-14 04:21:57.336356401+00:00,26.7,50.4,3.0,88323414_5,3.0882022471910116,0.971438966709114,2026-02-14 04:21:57.305980444+00:00,2026-02-14 04:21:57.336356401+00:00,2026-02-14 04:21:57.285908699+00:00,2026-02-14 04:21:57.321971416+00:00
11. 2026-02-14 07:40,352,2026-02-14 04:21:59.580591440+00:00,27.2,66.2,2.63,88323414_5,3.0882022471910116,0.8516281608149898,2026-02-14 04:21:59.552612782+00:00,2026-02-14 04:21:59.580591440+00:00,2026-02-14 04:21:59.514360665+00:00,2026-02-14 04:21:59.527759789+00:00
11. 2026-02-14 07:40,353,2026-02-14 04:22:01.789000034+00:00,27.2,59.5,3.11,88323414_5,3.0882022471910116,1.007058395488448,2026-02-14 04:22:01.744373560+00:00,2026-02-14 04:22:01.789000034+00:00,2026-02-14 04:22:01.729462385+00:00,2026-02-14 04:22:01.781131029+00:00
11. 2026-02-14 07:40,354,2026-02-14 04:22:03.992155075+00:00,26.0,31.1,3.31,88323414_5,3.0882022471910116,1.0718209932690557,2026-02-14 04:22:04.014469385+00:00,2026-02-14 04:22:03.992155075+00:00,2026-02-14 04:22:03.983336687+00:00,2026-02-14 04:22:03.987298727+00:00
11. 2026-02-14 07:40,356,2026-02-14 04:22:08.532502174+00:00,26.7,28.2,3.21,88323414_5,3.0882022471910116,1.0394396943787518,2026-02-14 04:22:08.504514456+00:00,2026-02-14 04:22:08.532502174+00:00,2026-02-14 04:22:08.516829966+00:00,2026-02-14 04:22:08.532711029+00:00
